type,lastSoldPrice,sqft,stories,beds,baths,baths_full,garage,age,lat,long
condos,500000.0,1070.0,1.0,1.0,2.0,1.0,1.0,20.0,26.007,-80.1219
condos,468000.0,888.0,2.0,2.0,1.0,1.0,0.0,59.0,24.7279,-81.0386
single_family,149888.0,937.0,1.0,2.0,2.0,2.0,0.0,1.0,30.7107,-85.5486
single_family,535000.0,1791.0,1.0,4.0,2.0,2.0,0.0,79.0,25.8507,-80.2366
single_family,1275000.0,4469.0,2.0,4.0,5.0,4.0,3.0,36.0,27.6898,-80.3757
single_family,239990.0,1442.0,1.0,4.0,2.0,1.0,0.0,56.0,29.0422,-81.2863
condos,230000.0,1557.0,2.0,3.0,3.0,2.0,1.0,22.0,30.351,-81.5061
condos,284750.0,966.0,1.0,2.0,2.0,2.0,0.0,43.0,26.0143,-81.5856
townhomes,275000.0,1659.0,2.0,3.0,3.0,2.0,1.0,4.0,29.8285,-81.3237
single_family,449000.0,1500.0,1.0,3.0,2.0,2.0,2.0,60.0,28.178,-80.602
single_family,2175000.0,3482.0,1.0,4.0,5.0,4.0,3.0,15.0,26.0426,-81.7182
single_family,890000.0,2143.0,1.0,3.0,2.0,2.0,2.0,54.0,25.6062,-80.3426
single_family,730000.0,2247.0,1.0,4.0,2.0,2.0,2.0,45.0,26.3446,-80.2109
condos,145000.0,826.0,1.0,2.0,1.0,1.0,1.0,41.0,27.2356,-80.2277
single_family,184990.0,1114.0,1.0,3.0,2.0,2.0,0.0,1.0,30.7107,-85.5486
single_family,280000.0,1054.0,1.0,3.0,3.0,3.0,1.0,1.0,26.6388,-81.6992
single_family,285990.0,1828.0,1.0,4.0,2.0,2.0,2.0,1.0,28.9938,-82.4241
townhomes,323000.0,1110.0,2.0,2.0,2.0,1.0,0.0,30.0,26.212,-80.2696
single_family,500000.0,1206.0,1.0,2.0,1.0,1.0,1.0,68.0,26.2315,-80.1235
single_family,210000.0,1543.0,1.0,2.0,2.0,2.0,1.0,45.0,27.2866,-82.477
single_family,227000.0,932.0,1.0,3.0,2.0,2.0,1.0,42.0,27.0478,-82.2416
single_family,907500.0,1223.0,1.0,3.0,1.0,1.0,0.0,59.0,24.5552,-81.7816
single_family,297000.0,1435.0,1.0,3.0,2.0,2.0,2.0,71.0,28.8846,-81.3065
condos,146000.0,840.0,1.0,2.0,1.0,1.0,0.0,52.0,26.1848,-80.2406
condos,970000.0,1720.0,1.0,3.0,2.0,2.0,2.0,45.0,25.6921,-80.1625
single_family,792500.0,2259.0,2.0,3.0,3.0,2.0,2.0,38.0,26.8234,-80.1387
townhomes,505000.0,1650.0,2.0,3.0,3.0,2.0,0.0,7.0,25.9098,-80.3889
single_family,217500.0,846.0,1.0,2.0,1.0,1.0,2.0,47.0,28.3011,-82.6927
single_family,130000.0,1078.0,1.0,2.0,2.0,2.0,0.0,41.0,27.1384,-82.4518
condos,175000.0,946.0,1.0,2.0,2.0,2.0,0.0,44.0,27.0606,-82.352
single_family,680000.0,1750.0,1.0,2.0,2.0,2.0,2.0,25.0,26.3771,-81.7334
mobile,147500.0,352.0,1.0,1.0,1.0,1.0,0.0,46.0,27.2356,-80.2277
condos,145000.0,1107.0,1.0,2.0,2.0,2.0,0.0,29.0,26.5228,-81.7065
single_family,300000.0,1812.0,1.0,3.0,2.0,2.0,2.0,0.0,26.7147,-81.6351
single_family,289990.0,1707.0,1.0,4.0,2.0,2.0,2.0,1.0,30.6143,-87.3251
single_family,545000.0,1375.0,1.0,3.0,2.0,2.0,1.0,74.0,30.2801,-81.4165
condos,410000.0,1417.0,1.0,2.0,2.0,2.0,2.0,25.0,26.5025,-81.9276
single_family,319990.0,2052.0,1.0,4.0,2.0,2.0,2.0,0.0,28.0168,-80.6739
single_family,285000.0,1828.0,1.0,4.0,2.0,2.0,2.0,1.0,28.9949,-82.5196
single_family,318900.0,1438.0,1.0,2.0,2.0,2.0,2.0,37.0,26.7357,-81.8435
single_family,499000.0,2477.0,1.0,3.0,3.0,2.0,2.0,25.0,26.4351,-81.8102
condos,460000.0,746.0,1.0,1.0,2.0,1.0,1.0,8.0,25.8156,-80.1897
condos,140000.0,1111.0,2.0,2.0,2.0,2.0,0.0,39.0,26.656,-80.126
single_family,532000.0,1642.0,1.0,4.0,2.0,2.0,1.0,63.0,28.1091,-80.5787
condos,62000.0,738.0,4.0,1.0,2.0,1.0,0.0,46.0,26.3839,-80.1749
land,255000.0,1204.2,1.0,2.4,2.2,2.0,0.0,22.40000000000009,29.475,-81.1303
condos,410000.0,1200.0,2.0,2.0,2.0,2.0,1.0,42.0,29.7964,-81.2649
townhomes,400000.0,1008.0,2.0,2.0,3.0,2.0,0.0,34.0,26.4116,-80.0928
condos,103000.0,644.0,1.0,1.0,1.0,1.0,0.0,47.0,26.5567,-81.9034
condos,550000.0,875.0,1.0,2.0,2.0,2.0,0.0,44.0,26.4514,-82.0868
single_family,264900.0,1354.0,1.0,3.0,2.0,2.0,1.0,1.0,30.5761,-87.0663
single_family,290000.0,1824.0,1.0,4.0,2.0,2.0,2.0,1.0,26.5677,-81.5954
condos,205000.0,1035.0,3.0,2.0,2.0,2.0,0.0,38.0,26.0426,-81.7182
condos,315000.0,1107.0,1.0,2.0,2.0,2.0,0.0,31.0,26.2665,-81.7146
condos,195000.0,734.0,1.0,1.0,1.0,1.0,0.0,37.0,26.1255,-80.2644
single_family,192000.0,1108.0,1.0,3.0,2.0,1.0,0.0,69.0,30.4507,-81.6626
condos,2411250.0,1921.0,1.0,3.0,3.0,3.0,2.0,5.0,27.7723,-82.6386
mobile,48000.0,2000.0,1.0,2.0,2.0,2.0,0.0,42.0,26.7357,-81.8435
single_family,1620000.0,2482.0,1.0,5.0,5.0,4.0,1.0,37.0,25.6364,-80.3187
townhomes,200000.0,945.0,2.0,1.0,2.0,1.0,1.0,31.0,26.212,-80.2696
single_family,435000.0,2173.0,1.0,4.0,3.0,3.0,3.0,0.0,30.6222,-81.5906
townhomes,174000.0,880.0,2.0,2.0,2.0,2.0,4.0,44.0,30.4487,-86.6255
mobile,210000.0,1344.0,1.0,3.0,2.0,2.0,0.0,48.0,29.1372,-81.0241
mobile,155000.0,1440.0,1.0,3.0,2.0,2.0,0.0,54.0,28.0724,-81.8122
single_family,455000.0,1722.0,1.0,3.0,2.0,2.0,2.0,40.0,27.0813,-80.1509
condos,165000.0,434.0,1.0,0.0,1.0,1.0,0.0,37.0,30.2007,-85.8136
single_family,215000.0,2263.0,1.0,4.0,2.0,2.0,2.0,22.0,30.3937,-81.6889
condos,275000.0,800.0,1.0,1.0,1.0,1.0,0.0,59.0,26.2343,-80.0941
single_family,454000.0,1420.0,1.0,4.0,2.0,2.0,0.0,14.0,25.9894,-80.2153
condos,263000.0,1323.0,1.0,2.0,2.0,2.0,1.0,34.0,26.5354,-80.1124
single_family,739000.0,1730.0,1.0,4.0,2.0,2.0,0.0,76.0,25.7392,-80.3103
single_family,139000.0,1654.0,1.0,3.0,3.0,2.0,0.0,53.0,26.9152,-82.0532
single_family,545000.0,2088.0,1.0,3.0,2.0,2.0,2.0,1.0,26.3304,-81.5871
townhomes,285000.0,1527.0,2.0,3.0,3.0,2.0,2.0,19.0,25.2846,-80.6246
single_family,470000.0,1161.0,1.0,2.0,1.0,1.0,0.0,72.0,25.8325,-80.2808
condos,357000.0,1015.0,1.0,2.0,2.0,2.0,0.0,43.0,26.1917,-81.8039
townhomes,214500.0,1654.0,2.0,3.0,3.0,2.0,1.0,19.0,30.2231,-81.7556
single_family,275000.0,1104.0,1.0,4.0,2.0,2.0,0.0,68.0,28.5803,-81.4396
single_family,527000.0,1945.0,1.0,3.0,2.0,2.0,2.0,40.0,26.7162,-80.0965
single_family,550000.0,1515.0,1.0,3.0,2.0,2.0,4.0,51.0,25.5303,-80.3918
single_family,310000.0,1609.0,1.0,3.0,3.0,3.0,2.0,47.0,26.6265,-81.9677
mobile,340000.0,2052.0,1.0,3.0,3.0,3.0,0.0,28.0,28.0699,-82.1576
single_family,299900.0,1197.0,1.0,2.0,2.0,2.0,2.0,1.0,30.4896,-86.1684
single_family,698999.0,1998.0,1.0,4.0,3.0,3.0,0.0,58.0,26.0296,-80.2489
condos,425000.0,1449.0,2.0,2.0,2.0,2.0,1.0,36.0,26.2823,-81.7573
single_family,300000.0,1672.0,1.0,3.0,2.0,2.0,2.0,1.0,26.7357,-81.8435
single_family,485000.0,2280.0,2.0,4.0,3.0,2.0,2.0,25.0,27.2889,-80.298
single_family,3150000.0,2721.0,1.0,3.0,3.0,3.0,2.0,30.0,26.134,-81.7953
single_family,279000.0,1653.0,1.0,3.0,2.0,2.0,2.0,52.0,27.4678,-82.512
single_family,247000.0,1554.0,1.0,3.0,2.0,2.0,2.0,40.0,26.7357,-81.8435
single_family,415000.0,1737.0,1.0,3.0,2.0,2.0,2.0,4.0,30.0815,-81.5477
single_family,260000.0,1456.0,1.0,2.0,2.0,2.0,1.0,29.0,26.5677,-81.5954
condos,195000.0,944.0,1.0,2.0,2.0,2.0,0.0,43.0,26.5025,-81.9276
condos,850000.0,1200.0,1.0,2.0,2.0,2.0,0.0,46.0,25.9388,-81.6968
single_family,449900.0,2294.0,1.0,4.0,2.0,2.0,2.0,24.0,30.6697,-81.4626
condos,530000.0,1358.0,1.0,2.0,2.0,2.0,1.0,57.0,26.007,-80.1219
single_family,650000.0,2266.0,1.0,4.0,2.0,2.0,0.0,68.0,25.8325,-80.2808
single_family,985000.0,1373.0,1.0,3.0,2.0,2.0,1.0,72.0,25.7392,-80.3103
condos,600000.0,573.0,1.0,1.0,1.0,1.0,1.0,29.0,25.7873,-80.1564
single_family,1370000.0,3218.0,1.0,4.0,4.0,3.0,2.0,52.0,25.6062,-80.3426
single_family,455000.0,1185.0,1.0,3.0,2.0,2.0,0.0,36.0,25.573,-80.3374
single_family,198900.0,1072.0,1.0,2.0,2.0,2.0,1.0,55.0,26.6693,-81.7605
condos,120000.0,500.0,1.0,1.0,1.0,1.0,0.0,45.0,26.2823,-81.7573
single_family,500000.0,1375.0,1.0,4.0,2.0,2.0,2.0,40.0,26.6644,-80.1741
townhomes,329900.0,1627.0,1.0,3.0,3.0,2.0,1.0,22.0,26.6644,-80.1741
townhomes,195000.0,1262.0,2.0,2.0,1.0,1.0,0.0,48.0,30.5422,-84.1413
condos,145000.0,1145.0,1.0,3.0,2.0,2.0,0.0,14.0,30.2214,-81.5571
single_family,625000.0,1329.0,1.0,2.0,2.0,2.0,1.0,62.0,26.3096,-80.0992
single_family,245000.0,1182.0,1.0,3.0,2.0,2.0,1.0,23.0,30.4874,-84.3189
single_family,355000.0,1839.0,1.0,3.0,2.0,2.0,2.0,2.0,26.6786,-82.0254
mobile,35.0,1560.0,1.0,2.0,2.0,2.0,0.0,40.0,26.693,-81.9125
single_family,545000.0,1202.0,1.0,3.0,2.0,2.0,3.0,32.0,25.5968,-80.4046
condos,200000.0,1110.0,4.0,2.0,2.0,2.0,0.0,54.0,26.7197,-80.1248
single_family,280000.0,1589.0,1.0,3.0,2.0,2.0,2.0,28.0,26.6265,-81.9677
condos,600000.0,1031.0,1.0,1.0,2.0,1.0,1.0,21.0,25.7629,-80.1895
single_family,3000000.0,2334.0,1.0,4.0,3.0,3.0,0.0,33.0,25.0865,-80.4473
condos,105000.0,700.0,2.0,1.0,2.0,1.0,0.0,51.0,26.3124,-80.1412
single_family,320000.0,1240.0,1.0,3.0,2.0,2.0,2.0,42.0,26.4722,-81.8122
single_family,323911.0,1300.0,1.0,3.0,2.0,2.0,2.0,2.0,27.9694,-80.6473
condos,260000.0,1269.0,1.0,2.0,2.0,2.0,0.0,40.0,28.2764,-80.6568
condos,219000.0,634.0,1.0,1.0,1.0,1.0,0.0,39.0,25.9388,-80.3165
single_family,400000.0,1365.0,1.0,3.0,2.0,2.0,1.0,62.0,26.1487,-80.2075
condos,127400.0,1280.0,1.0,2.0,2.0,2.0,0.0,46.0,27.3908,-80.3246
single_family,525000.0,2242.0,1.0,5.0,2.0,2.0,4.0,47.0,28.3078,-81.3681
condos,245000.0,1010.0,2.0,2.0,2.0,1.0,2.0,37.0,25.8963,-80.3063
condos,100000.0,835.0,3.0,2.0,2.0,1.0,0.0,47.0,26.3839,-80.1749
single_family,253990.0,1474.0,1.0,3.0,2.0,2.0,2.0,0.0,30.5761,-87.0663
single_family,635000.0,2395.0,2.0,4.0,3.0,3.0,2.0,1.0,30.1204,-81.4128
single_family,323724.0,1775.0,1.0,4.0,2.0,2.0,2.0,1.0,30.2231,-81.7556
condos,910000.0,3000.0,2.0,4.0,3.0,3.0,2.0,21.0,26.4972,-81.8246
single_family,580000.0,1325.0,1.0,3.0,2.0,2.0,1.0,59.0,26.8234,-80.1387
condos,68500.0,764.0,4.0,1.0,2.0,1.0,0.0,46.0,26.6232,-80.0946
mobile,112000.0,366.0,1.0,1.0,1.0,1.0,0.0,9.0,26.0143,-81.5856
single_family,444990.0,884.0,1.0,3.0,1.0,1.0,0.0,73.0,25.8856,-80.2292
single_family,808000.0,900.0,1.0,2.0,2.0,2.0,0.0,36.0,24.667,-81.5099
condos,150000.0,1112.0,1.0,2.0,2.0,2.0,0.0,23.0,30.2214,-81.5571
condos,210000.0,1385.0,1.0,2.0,2.0,2.0,0.0,41.0,26.3464,-80.1564
condos,250000.0,1490.0,2.0,3.0,2.0,2.0,0.0,28.0,26.0143,-81.5856
condos,214000.0,1138.0,1.0,2.0,2.0,2.0,1.0,24.0,30.3031,-81.4404
condos,2200000.0,2252.0,1.0,3.0,3.0,3.0,1.0,41.0,26.1917,-81.8039
single_family,185000.0,912.0,1.0,3.0,1.0,1.0,0.0,52.0,27.0615,-80.4803
single_family,95000.0,1119.0,1.0,3.0,2.0,1.0,0.0,64.0,30.3415,-81.7358
condos,830000.0,526.0,1.0,0.0,1.0,1.0,1.0,21.0,25.8198,-80.1337
condos,610000.0,1048.0,1.0,2.0,2.0,2.0,1.0,7.0,25.8156,-80.1897
single_family,500000.0,1858.0,1.0,3.0,2.0,2.0,2.0,29.0,26.3626,-81.8183
single_family,200000.0,1029.0,1.0,2.0,2.0,2.0,0.0,43.0,27.0813,-80.1509
single_family,380000.0,1502.0,1.0,3.0,2.0,2.0,2.0,4.0,28.6259,-81.7306
single_family,264000.0,1189.0,1.0,3.0,2.0,2.0,2.0,1.0,26.5952,-81.6849
single_family,120000.0,624.0,1.0,2.0,1.0,1.0,0.0,91.0,30.8494,-86.2023
single_family,515000.0,1522.0,1.0,4.0,2.0,2.0,0.0,61.0,26.0296,-80.2489
single_family,267750.0,2466.0,1.0,4.0,3.0,2.0,2.0,23.0,30.1637,-81.7291
single_family,160000.0,1238.0,1.0,2.0,2.0,2.0,0.0,50.0,26.5354,-80.1124
condos,560000.0,1440.0,1.0,2.0,2.0,2.0,1.0,55.0,25.985,-80.1407
townhomes,1200000.0,1603.0,3.0,3.0,3.0,3.0,2.0,25.0,26.7165,-80.0679
condos,172000.0,368.0,2.0,0.0,1.0,1.0,1.0,69.0,26.1656,-80.1118
single_family,575000.0,1500.0,1.0,3.0,2.0,2.0,0.0,62.0,26.1421,-80.1728
townhomes,453400.0,1754.0,2.0,3.0,3.0,2.0,0.0,46.0,25.7574,-80.403
condos,270000.0,956.0,1.0,2.0,2.0,2.0,1.0,40.0,25.7,-80.413
single_family,625000.0,2770.0,2.0,5.0,3.0,3.0,2.0,4.0,30.5169,-86.4822
single_family,342990.0,2605.0,2.0,5.0,3.0,3.0,2.0,1.0,29.6609,-82.5852
land,390000.0,1886.4,1.0,3.6,2.6,2.4,0.0,19.799999999999955,30.3659,-86.2458
single_family,665000.0,1608.0,1.0,3.0,3.0,2.0,2.0,27.0,25.7574,-80.403
single_family,499990.0,2002.0,1.0,6.0,2.0,2.0,0.0,7.0,28.0946,-81.499
single_family,405000.0,2230.0,1.0,3.0,2.0,2.0,2.0,14.0,27.7015,-82.3151
single_family,300000.0,1389.0,1.0,3.0,2.0,2.0,2.0,5.0,27.0228,-82.1108
single_family,1900000.0,4710.0,2.0,4.0,7.0,5.0,3.0,22.0,30.3031,-81.4404
mobile,10500.0,912.2,1.0,2.0,2.0,2.0,0.0,46.0,27.0933,-82.4498
multi_family,532593.0,1418.0,1.0,2.0,2.0,2.0,1.0,0.0,30.2835,-86.0305
single_family,341500.0,1320.0,1.0,3.0,2.0,2.0,2.0,47.0,29.1372,-81.0241
single_family,400000.0,1302.0,1.0,3.0,2.0,2.0,0.0,39.0,28.0502,-82.45
mobile,120000.0,1302.0,1.0,2.0,2.0,2.0,1.0,48.0,28.0313,-80.5995
townhomes,410000.0,1760.0,2.0,3.0,3.0,2.0,0.0,43.0,25.7628,-80.3611
single_family,310000.0,1174.0,1.0,3.0,2.0,2.0,1.0,54.0,28.0081,-82.5805
condos,160000.0,320.0,1.0,0.0,1.0,1.0,0.0,85.0,25.8198,-80.1337
single_family,305500.0,1434.0,1.0,2.0,2.0,2.0,2.0,57.0,27.2666,-82.5163
single_family,429000.0,1654.0,1.0,3.0,2.0,2.0,2.0,51.0,28.7168,-81.4126
single_family,265500.0,1252.0,1.0,3.0,2.0,2.0,2.0,1.0,26.6388,-81.6992
condos,140000.0,1291.0,2.0,3.0,3.0,3.0,0.0,21.0,30.2231,-81.7556
single_family,620000.0,1682.0,1.0,3.0,2.0,2.0,0.0,42.0,25.6992,-80.3618
single_family,310000.0,1833.0,1.0,4.0,2.0,2.0,2.0,4.0,27.9694,-80.6473
condos,255000.0,978.0,3.0,2.0,2.0,2.0,0.0,53.0,30.4206,-86.6286
townhomes,360000.0,1709.0,1.0,2.0,2.0,2.0,2.0,0.0,29.9475,-81.5264
condos,800000.0,1694.0,1.0,3.0,3.0,3.0,1.0,37.0,25.9597,-80.1403
single_family,429900.0,1183.0,1.0,3.0,2.0,2.0,0.0,67.0,27.7898,-82.7243
single_family,685000.0,984.0,1.0,2.0,1.0,1.0,0.0,89.0,25.8143,-80.2051
multi_family,1150000.0,3284.0,2.0,4.6,4.2,3.6,0.0,58.0,25.768,-80.2714
single_family,309990.0,1672.0,1.0,4.0,2.0,2.0,2.0,1.0,28.6622,-82.5236
single_family,1250000.0,1979.0,1.0,3.0,2.0,2.0,0.0,59.0,25.8198,-80.1337
single_family,299000.0,1000.0,1.0,3.0,2.0,2.0,0.0,68.0,28.0502,-82.45
single_family,359000.0,1503.0,1.0,2.0,2.0,2.0,2.0,3.0,27.09,-82.37
single_family,550749.0,2497.0,1.0,4.0,3.0,3.0,3.0,0.0,29.9475,-81.5264
single_family,340000.0,1560.0,1.0,3.0,2.0,2.0,0.0,58.0,28.1384,-80.6524
single_family,499000.0,3264.0,2.0,5.0,4.0,4.0,3.0,19.0,28.072,-81.9609
condos,150000.0,1020.0,1.0,2.0,2.0,2.0,0.0,49.0,26.1487,-80.2075
single_family,261000.0,1272.0,1.0,3.0,2.0,2.0,1.0,29.0,30.084,-81.8645
townhomes,403040.0,1463.0,2.0,3.0,3.0,2.0,1.0,1.0,28.178,-80.602
single_family,255000.0,1748.0,1.0,3.0,2.0,2.0,2.0,35.0,28.0168,-80.6739
single_family,429000.0,1985.0,1.0,3.0,2.0,2.0,2.0,20.0,28.9341,-81.9599
single_family,328990.0,1446.0,1.0,3.0,2.0,2.0,2.0,1.0,26.6786,-82.0254
single_family,782000.0,4486.0,1.0,4.0,4.0,4.0,2.0,26.0,27.0675,-81.9855
single_family,220000.0,840.0,1.0,3.0,1.0,1.0,1.0,72.0,30.2933,-81.5092
single_family,304800.0,1810.0,1.0,4.0,2.0,2.0,2.0,1.0,26.6786,-82.0254
single_family,390000.0,1684.0,1.0,3.0,2.0,2.0,1.0,36.0,26.5312,-80.1418
condos,195000.0,516.0,1.0,1.0,1.0,1.0,0.0,62.0,25.7392,-80.3103
single_family,310000.0,2648.0,1.0,3.0,3.0,3.0,0.0,45.0,28.4655,-82.5981
single_family,580000.0,2784.0,1.0,9.0,3.0,3.0,0.0,32.0,26.2785,-80.1157
single_family,550000.0,1454.0,1.0,4.0,2.0,2.0,0.0,69.0,25.7343,-80.3588
multi_family,1200000.0,5000.0,2.0,3.8,3.2,3.2,0.0,62.0,25.985,-80.1407
multi_family,546521.0,1418.0,1.0,2.0,2.0,2.0,1.0,0.0,30.2835,-86.0305
single_family,528502.0,2414.0,1.0,4.0,3.0,3.0,0.0,0.0,30.4896,-86.1684
condos,210000.0,751.0,1.0,2.0,1.0,1.0,0.0,47.0,30.4206,-86.6286
single_family,338900.0,1821.0,1.0,3.0,2.0,2.0,2.0,2.0,30.3962,-87.0274
condos,190000.0,771.0,1.0,1.0,2.0,1.0,1.0,53.0,25.8301,-80.2926
single_family,290000.0,1607.0,1.0,4.0,2.0,2.0,2.0,1.0,28.5658,-82.3737
single_family,270000.0,1080.0,1.0,3.0,2.0,2.0,0.0,14.0,26.7172,-80.9492
single_family,650000.0,1496.0,1.0,4.0,2.0,2.0,3.0,87.0,25.8521,-80.1821
multi_family,320000.0,3388.0,2.0,4.0,4.0,4.0,0.0,106.0,27.3688,-82.5268
single_family,320000.0,1714.0,1.0,3.0,2.0,2.0,2.0,23.0,28.2397,-82.3279
single_family,268000.0,1767.0,1.0,3.0,2.0,2.0,2.0,20.0,29.1015,-82.3413
single_family,306564.0,1504.0,1.0,3.0,2.0,2.0,2.0,0.0,27.5572,-82.396
single_family,200000.0,1452.0,1.0,3.0,2.0,2.0,2.0,20.0,27.9694,-80.6473
single_family,295000.0,1100.0,1.0,2.0,2.0,2.0,1.0,20.0,28.9341,-81.9599
single_family,639000.0,2562.0,2.0,4.0,3.0,2.0,2.0,47.0,28.0763,-82.4852
single_family,520000.0,2487.0,1.0,4.0,2.0,2.0,2.0,25.0,28.5423,-81.5911
single_family,379900.0,1198.0,1.0,2.0,2.0,1.0,1.0,52.0,28.0173,-82.7461
single_family,925000.0,2890.0,2.0,4.0,4.0,3.0,2.0,10.0,27.8914,-82.5067
single_family,595000.0,3099.0,2.0,4.0,4.0,4.0,2.0,1.0,28.2478,-82.4962
single_family,620000.0,1916.0,1.0,4.0,3.0,2.0,2.0,4.0,28.5423,-81.5911
condos,450000.0,1991.0,1.0,3.0,2.0,2.0,2.0,27.0,26.824,-81.9547
single_family,277900.0,1124.0,1.0,3.0,2.0,2.0,2.0,22.0,27.0748,-82.1756
single_family,388550.0,3000.0,1.0,4.0,3.0,3.0,2.0,1.0,29.1015,-82.3413
condos,965000.0,1471.0,1.0,2.0,2.0,2.0,1.0,8.0,27.0933,-82.4498
single_family,345000.0,2205.0,1.0,4.0,3.0,3.0,1.0,59.0,28.0724,-81.8122
single_family,1125000.0,2866.0,2.0,4.0,4.0,3.0,3.0,9.0,28.1458,-82.6825
single_family,215000.0,1013.0,1.0,3.0,2.0,2.0,1.0,1.0,29.1392,-82.5328
townhomes,367895.0,1464.0,2.0,3.0,3.0,2.0,1.0,0.0,27.8387,-82.7151
single_family,260000.0,1570.0,1.0,3.0,2.0,2.0,1.0,38.0,28.0081,-82.5805
townhomes,359990.0,1673.0,2.0,3.0,3.0,2.0,1.0,0.0,28.2478,-82.4962
condos,150000.0,1040.0,2.0,2.0,2.0,2.0,0.0,54.0,28.6617,-81.3122
single_family,432650.0,1828.0,1.0,4.0,2.0,2.0,2.0,1.0,28.3078,-81.3681
single_family,2925000.0,4143.0,2.0,5.0,6.0,6.0,0.0,86.0,28.5978,-81.3534
single_family,290000.0,1706.0,1.0,3.0,2.0,2.0,2.0,22.0,27.8774,-81.6221
townhomes,374000.0,2153.0,2.0,3.0,3.0,2.0,2.0,8.0,28.1474,-82.5152
single_family,710000.0,2822.0,1.0,4.0,3.0,3.0,3.0,8.0,28.6259,-81.7306
single_family,434990.0,2988.0,2.0,4.0,4.0,3.0,2.0,1.0,29.2833,-81.0882
single_family,450000.0,1216.0,1.0,2.0,2.0,2.0,1.0,54.0,27.2666,-82.5163
single_family,459000.0,2223.0,1.0,4.0,2.0,2.0,3.0,32.0,28.8846,-81.3065
condos,299000.0,1000.0,1.0,2.0,2.0,2.0,0.0,51.0,26.3124,-80.1412
single_family,710000.0,2569.0,1.0,4.0,3.0,3.0,3.0,29.0,29.2833,-81.0882
single_family,775000.0,2921.0,2.0,5.0,4.0,4.0,2.0,3.0,28.2478,-82.4962
single_family,210000.0,1172.0,1.0,3.0,1.0,1.0,0.0,70.0,29.0422,-81.2863
single_family,599990.0,3270.0,2.0,5.0,4.0,4.0,2.0,1.0,28.2311,-82.2057
condos,770000.0,2512.0,1.0,3.0,3.0,2.0,2.0,21.0,27.9781,-82.7815
single_family,386000.0,2605.0,2.0,5.0,3.0,3.0,2.0,0.0,27.5429,-82.563
townhomes,355000.0,1664.0,1.0,3.0,2.0,2.0,0.0,46.0,26.2674,-80.2092
single_family,340000.0,1830.0,1.0,3.0,2.0,2.0,2.0,24.0,28.2397,-82.3279
mobile,66000.0,1272.0,1.0,2.0,2.0,2.0,0.0,40.0,27.975,-82.7019
single_family,320000.0,1284.0,1.0,3.0,2.0,2.0,2.0,24.0,28.3306,-81.3544
mobile,5000.0,696.8,1.0,1.0,1.0,1.0,0.0,66.0,28.808,-81.8858
single_family,432290.0,2387.0,2.0,4.0,3.0,3.0,2.0,0.0,27.0615,-80.4803
single_family,176000.0,1098.0,1.0,2.0,2.0,2.0,1.0,54.0,27.8681,-82.7086
single_family,240000.0,1048.0,1.0,3.0,3.0,2.0,0.0,72.0,28.6971,-81.7976
single_family,324900.0,1681.0,1.0,3.0,2.0,2.0,2.0,1.0,29.4861,-81.2045
single_family,662500.0,2152.0,1.0,4.0,2.0,2.0,2.0,27.0,28.3022,-82.6264
condos,500000.0,1075.0,1.0,2.0,2.0,2.0,0.0,52.0,27.2566,-82.5398
single_family,685000.0,2128.0,1.0,4.0,2.0,2.0,0.0,72.0,27.817,-82.6264
condos,125000.0,879.0,1.0,2.0,2.0,2.0,0.0,41.0,28.046,-82.6848
single_family,300000.0,1140.0,1.0,3.0,2.0,2.0,0.0,67.0,28.2258,-82.4547
townhomes,405185.0,1995.0,2.0,3.0,3.0,2.0,2.0,0.0,28.3371,-82.2882
single_family,400000.0,1000.0,1.0,3.0,2.0,2.0,0.0,54.0,27.3111,-82.5195
land,395000.0,1917.8,1.0,3.2,2.6,2.2,0.0,20.40000000000009,26.5228,-81.7065
single_family,300000.0,1664.0,1.0,3.0,2.0,2.0,2.0,32.0,28.4794,-82.5083
single_family,445000.0,1584.0,1.0,3.0,2.0,2.0,2.0,60.0,27.916,-82.7343
single_family,230000.0,1332.0,1.0,3.0,2.0,2.0,2.0,5.0,29.0058,-82.1828
single_family,529950.0,2601.0,2.0,5.0,3.0,3.0,2.0,1.0,28.7644,-81.282
mobile,177000.0,1404.0,1.0,2.0,2.0,2.0,1.0,39.0,26.693,-81.9125
townhomes,495000.0,2300.0,2.0,3.0,3.0,3.0,2.0,0.0,30.2214,-81.5571
townhomes,400000.0,1784.0,2.0,3.0,3.0,2.0,2.0,10.0,28.5423,-81.5911
townhomes,337000.0,1386.0,1.0,3.0,2.0,2.0,2.0,18.0,28.6831,-81.2814
single_family,186000.0,1295.0,1.0,3.0,1.0,1.0,0.0,71.0,28.5469,-81.2571
townhomes,3045000.0,2496.0,2.0,3.0,4.0,3.0,0.0,1.0,30.2835,-86.0305
land,19500.0,923.6,1.0,1.6,1.6,1.4,0.0,39.799999999999955,29.1392,-82.5328
condos,260000.0,1178.0,1.0,2.0,2.0,2.0,0.0,57.0,28.0763,-82.4852
single_family,76000.0,1614.0,1.0,3.0,2.0,2.0,1.0,88.0,29.1989,-82.0874
condos,125000.0,764.0,1.0,1.0,1.0,1.0,0.0,41.0,28.5469,-81.2571
single_family,298000.0,1382.0,1.0,2.0,2.0,2.0,1.0,21.0,28.9341,-81.9599
single_family,349690.0,2001.0,1.0,4.0,3.0,3.0,2.0,1.0,28.855,-81.6789
